Ciudad,OC Fecha,No. OC,DCTO.TIPO,DCTO.PJE,RUT,Razón Social,Fecha Entrega,Bodega,Item,Código,Nombre,Descto.,Cantidad,Cant. Recibida,Transito,Prec.Unit.,Línea de Negocio
P. Arenas                ,2025-07-21 00:00:00,54127,1,0,76455830-8    ,WATT'S S.A                                                                      ,2025-07-22 00:00:00,B1  ,1,8600271                       ,LECHE LONCOLECHE SEMIDESC CHOCOLATE 200CC,0,4800,0,4800,340,ALIMENTOS                               
P. Montt                 ,2025-07-21 00:00:00,74392,1,0,96565260-4    ,TRESMONTES LUCCHETTI SERVICIOS S.A.                                             ,2025-07-22 00:00:00,B1  ,1,8601914                       ,CEREAL LIVEAN FRUTOS ROJOS 23GR,0,4800,0,4800,290,ALIMENTOS                               
Santiago                 ,2025-07-21 00:00:00,105018,1,0,76935453-0    ,COMERCIALIZADORA GM ASOCIADOS SPA                                               ,2025-07-18 00:00:00,B03 ,1,3815511                       ,SHAMPOO PARA AUTO 1 LIT,0,10,0,10,4543,ASEO                                    
LS - Barrio Industrial   ,2025-07-21 00:00:00,105031,1,0,76075072-7    ,TECNOPAPEL S.A.                                                                 ,2025-07-22 00:00:00,B14,1,1301146                       ,TOALLA DE PAPEL TECNOROLL H/S 200M 2UN,0,100,0,100,4700,ASEO                                    
P. Arenas                ,2025-07-22 00:00:00,54129,1,0,77806000-0    ,COMERCIAL REDOFFICE SUR LTDA (PMONTT)                                           ,2025-07-22 00:00:00,B1  ,1,8601914                       ,CEREAL LIVEAN FRUTOS ROJOS 23GR,0,4800,0,4800,290,ALIMENTOS                               
P. Arenas                ,2025-07-22 00:00:00,54131,1,0,88683400-4    ,EMPRESAS JORDAN S.A.                                                            ,2025-07-23 00:00:00,B1  ,1,2228004                       ,SOBRE JORDAN CARTA BLANCO 80GR,0,2000,0,2000,18.45,LIBRERÍA                                
P. Arenas                ,2025-07-22 00:00:00,54131,1,0,88683400-4    ,EMPRESAS JORDAN S.A.                                                            ,2025-07-23 00:00:00,B1  ,2,2228005                       ,SOBRE JORDAN 1/4 OFICIO BLANCO 80GR,0,1000,0,1000,24.07,LIBRERÍA                                
P. Arenas                ,2025-07-22 00:00:00,54131,1,0,88683400-4    ,EMPRESAS JORDAN S.A.                                                            ,2025-07-23 00:00:00,B1  ,3,4008005                       ,SOBRE JORDAN  AMERICANO C/ADHESIVO 80GR,0,1000,0,1000,45.52,LIBRERÍA                                
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,1,4560007                       ,TRAPERO ALGODON VTX-PRO DOBLE  C/OJAL 50X50CM,0,48,0,48,926,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,2,7274867                       ,MOPA REDONDA VIRUTEX ALGODON CLASICA,0,36,0,36,3793,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,3,7273456                       ,CLORO GEL IMPEKE 900ML                       ,0,100,0,100,785,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,4,1300775                       ,ESPONJA VIRUTEX LISA 4UN                     ,0,96,0,96,499,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,5,1300799                       ,CLORO IMPEKE 2LT,0,18,0,18,881,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,7,1301270                       ,TOALLA DESINFECTANTE MULTIUSO VIRUTEX 50U,0,28,0,28,1254,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,8,1301292                       ,LIMPIADOR DE PISO IMPEKE LAVANDA 4000ML,0,8,0,8,2166,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,9,1301426                       ,GUANTE IMPEKE MULTIUSO TALLA S,0,96,0,96,510,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,10,1301444                       ,TOALLAS DESINFECTANTES VIRUTEX POUCH LIMÓN 90 UND,0,240,0,240,1911,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,11,1301475                       ,LIMPIADOR DE PISO IMPEKE FLORAL 4000ML,0,4,0,4,2165,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74395,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,12,1301495                       ,BALDE C/ESCURRIDOR VIRUTEX 14LT,0,10,0,10,4325,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,1,4562517                       ,ESCOBILLA DE MANO VIRUTEX FIBRA SUAVE,0,36,0,36,2574,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,2,7273456                       ,CLORO GEL IMPEKE 900ML                       ,0,60,0,60,785,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,3,1300649                       ,LIMPIADOR DESINFECTANTE VIRUTEX CÍTRICO  4000 ML,0,24,0,24,3307,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,4,1301148                       ,BOLSA BASURA VTX BIOROLLO 80X110 10U,0,48,0,48,817,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,5,1301243                       ,CLORO CONCENTRADO IMPEKE 4LT                 ,0,8,0,8,1602,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,6,1301268                       ,LAVALOZA IMPEKE LIMON 750 ML                 ,0,120,0,120,903,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,7,1301273                       ,ESPONJA LISA MULTIUSO VIRUTEX                ,0,300,0,300,121,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,8,1301282                       ,BOLSA BASURA VTX PRO BIOROLLO 100X120 5U,0,108,0,108,1857,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,9,1301307                       ,BOLSA BASURA VTX PRO BIOROLLO 110X120 5UN,0,144,0,144,2084,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,10,1301312                       ,ESCOBILLON VIRUTEX TRADICIONAL BASICO,0,24,0,24,1358,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,11,1301435                       ,CLORO CONCENTRADO IMPEKE FORTE 1KG,0,120,0,120,645,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,12,1301444                       ,TOALLAS DESINFECTANTES VIRUTEX POUCH LIMÓN 90 UND,0,8,0,8,1911,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,13,1301475                       ,LIMPIADOR DE PISO IMPEKE FLORAL 4000ML,0,4,0,4,2165,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74396,1,0,93550000-1    ,VIRUTEX ILKO SPA                                                                ,2025-07-23 00:00:00,B1  ,14,1301502                       ,LIMPIADOR CREMA VIRUTEX 750GR,0,12,0,12,1114,ASEO                                    
P. Montt                 ,2025-07-22 00:00:00,74401,1,0,96800440-9    ,DISTRIBUIDORA DIAZOL S.A.                                                       ,2025-07-23 00:00:00,B1  ,12,3813379                       ,OPALINA HILADA DIAZOL OFICIO 200GR CREAM 125U,0,2,0,2,7900,LIBRERÍA                                
Santiago                 ,2025-07-22 00:00:00,105035,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-23 00:00:00,B03 ,1,8600496                       ,COMPOTA VIVO MIFRUT DURAZNO 90GR,0,504,0,504,264,ALIMENTOS                               
Santiago                 ,2025-07-22 00:00:00,105035,1,0,96591040-9    ,EMPRESAS CAROZZI S.A.                                                           ,2025-07-23 00:00:00,B03 ,2,8602588                       ,GALLETA COSTA MINI CHOCO CHIPS 35GR,0,1500,0,1500,125,ALIMENTOS                               
Santiago                 ,2025-07-22 00:00:00,105042,1,0,88566900-K    ,EDIPAC SPA                                                                      ,2025-07-23 00:00:00,B03 ,1,2241006                       ,PAPEL FOTOCOPIA PREMIER CARTA,0,1500,0,1500,2490,PAPELES OFICINA                         
LS - Barrio Industrial   ,2025-07-22 00:00:00,105045,1,0,88566900-K    ,EDIPAC SPA                                                                      ,2025-07-23 00:00:00,B14,1,2241000                       ,PAPEL FOTOCOPIA EQUALIT OFICIO 500HJ,0,2800,0,2800,3418,PAPELES OFICINA                         
LS - Barrio Industrial   ,2025-07-22 00:00:00,105048,1,0,76362410-2    ,IMPORTADORA ANDRETTI TRADING S.A.                                               ,2025-07-23 00:00:00,B14,4,3814175                       ,CARPETA CARTULINA CELESTE,0,100,0,100,110,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54133,1,0,76455830-8    ,WATT'S S.A                                                                      ,2025-07-24 00:00:00,B1  ,1,8600319                       ,MERMELADA REGIMEL DURAZNO 200GR              ,0,384,0,384,894,ALIMENTOS                               
P. Arenas                ,2025-07-23 00:00:00,54134,1,0,84888400-6    ,IMPORTADORA Y EXPORTADORA ESTADO LTDA.                                          ,2025-07-24 00:00:00,B1  ,1,3003622                       ,LA.BO.PILOT SUPER GRIP 1.0 NEGRO             ,0,12,0,12,1031,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54134,1,0,84888400-6    ,IMPORTADORA Y EXPORTADORA ESTADO LTDA.                                          ,2025-07-24 00:00:00,B1  ,2,3003991                       ,LA.ROLLER PILOT SUPER GEL 0.7 AZUL           ,0,12,0,12,574,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54134,1,0,84888400-6    ,IMPORTADORA Y EXPORTADORA ESTADO LTDA.                                          ,2025-07-24 00:00:00,B1  ,3,3006937                       ,MARCADOR PILOT PERMANENTE FINO AZUL          ,0,12,0,12,747,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54134,1,0,84888400-6    ,IMPORTADORA Y EXPORTADORA ESTADO LTDA.                                          ,2025-07-24 00:00:00,B1  ,4,3006967                       ,LA.ROLLER PILOT G-1 1.0 AZUL                 ,0,60,0,60,846,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54134,1,0,84888400-6    ,IMPORTADORA Y EXPORTADORA ESTADO LTDA.                                          ,2025-07-24 00:00:00,B1  ,5,3007182                       ,MAQ. DISPENSADORA MAGIC CLIP ADIX 4 A 6MM,0,24,0,24,997,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54134,1,0,84888400-6    ,IMPORTADORA Y EXPORTADORA ESTADO LTDA.                                          ,2025-07-24 00:00:00,B1  ,6,3814105                       ,PERFORADORA CREATIVE ALICATE 1 ORIFICIO,0,2,0,2,1073,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54135,1,0,88683400-4    ,EMPRESAS JORDAN S.A.                                                            ,2025-07-24 00:00:00,B1  ,1,2226835                       ,SOBRE JORDAN SACO 1/1 OFICIO BLANCO 80GR25X36,0,2500,0,2500,72.99,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54135,1,0,88683400-4    ,EMPRESAS JORDAN S.A.                                                            ,2025-07-24 00:00:00,B1  ,2,2228003                       ,SOBRE JORDAN AMERICANO BLANCO 80GR,0,2500,0,2500,19,LIBRERÍA                                
P. Arenas                ,2025-07-23 00:00:00,54136,1,0,77278060-5    ,DAILY FOODS S.A.                                                                ,2025-07-24 00:00:00,B1  ,1,8604385                       ,ENDULZANTE DAILY STEVIA LIQUIDO 270ML,0,216,0,216,2178,ALIMENTOS                               
P. Arenas                ,2025-07-23 00:00:00,54137,1,0,77012870-6_1  ,COMERCIAL REDOFFICE LTDA. (STGO)                                                ,2025-07-24 00:00:00,B1  ,1,8603658                       ,TE SUPREMO CEYLAN PREMIUM NEGRO 100UN,0,80,0,80,3389,ALIMENTOS                               
P. Montt                 ,2025-07-23 00:00:00,74406,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B1  ,1,7001294                       ,CINTA EMBALAJE TRANSPARENTE 40X48MM          ,0,1224,0,1224,290,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74407,1,0,76150003-1    ,NAZER Y SILVA LTDA.                                                             ,2025-07-24 00:00:00,B1  ,1,1301479                       ,DETERGENTE OMO MATIC POLVO BOLSA 400G,0,60,0,60,810,ASEO                                    
P. Montt                 ,2025-07-23 00:00:00,74407,1,0,76150003-1    ,NAZER Y SILVA LTDA.                                                             ,2025-07-24 00:00:00,B1  ,2,4562021                       ,TE LIPTON YELLOW LABEL 100UN,0,20,0,20,4529,ALIMENTOS                               
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,1,2220365                       ,CARP TORRE COLGANTE KRAFT BARRA METALICA     ,0,100,0,100,245,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,2,2223696                       ,BLOCK DIBUJO TORRE 99 1/8 120GR DFAZ 20HJ    ,0,10,0,10,1160,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,3,2225132                       ,CARPETA TORRE PAPEL DIAMANTE 80/85GR 6PL,0,8,0,8,1095,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,4,2226431                       ,LIBRO ACTA AUCA COMPOSICION 100HJ            ,0,16,0,16,2235,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,5,2226585                       ,LIBRO ASISTENCIA AUCA 50HJ,0,12,0,12,1420,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,6,3813149                       ,BOLIGRAFO GEL TORRE QUICK DRY 0.5MM AZUL     ,0,24,0,24,400,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,7,3813222                       ,LIBRO AUCA ACTAS CUADRICULADO 100 HJ,0,24,0,24,2205,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,8,3813761                       ,ANOTADOR C/APRETADOR TORRE VINIL SIMPLE OFIC,0,108,0,108,1530,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,9,3813933                       ,LIBRO ASISTENCIA AUCA 26HJ,0,60,0,60,905,LIBRERÍA                                
P. Montt                 ,2025-07-23 00:00:00,74409,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B1  ,10,3813974                       ,SACAPUNTA COLON PLASTICO SIMPLE C/DEPOSITO,0,24,0,24,145,LIBRERÍA                                
Santiago                 ,2025-07-23 00:00:00,105060,1,0,77806000-0    ,COMERCIAL REDOFFICE SUR LTDA PMONTT                                             ,2025-07-23 00:00:00,B03 ,1,8601712                       ,PAPAS FRITAS KRYZPO ORIGINAL 37GR,0,432,0,432,429,ALIMENTOS                               
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,1,1300122                       ,TOALLA ELITE DOBLADA D/H EXT BLANCA 200UN,0,18,0,18,989,ASEO                                    
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,2,1301105                       ,PAÑO ELITE MAXWIPE MAX 60 BOBINA 300M 890UN,0,2,0,2,23600,ASEO                                    
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,3,1301172                       ,JABÓN LIQUIDO ELITE MANZANA 5LT,0,4,0,4,4150,ASEO                                    
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,4,1301239                       ,TOALLA DE PAPEL ELITE JUMBO GOF D/H 200M 2UN,0,60,0,60,7000,ASEO                                    
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,5,1301401                       ,TOALLA DE PAPEL ELITE JUMBO 2 ROLLOS 250M,0,166,0,166,5600,ASEO                                    
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,6,1301423                       ,PAPEL HIGIENICO ELITE JUMBO ECON H/S 500M 4UN,0,100,0,100,6030,ASEO                                    
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,7,2610100                       ,PAPEL HIGIENICO ELITE EXTRA H/S 50M 4UN,0,72,0,72,917,ASEO                                    
LS - Barrio Industrial   ,2025-07-23 00:00:00,105062,1,0,96529310-8    ,SOFTYS CHILE SPA                                                                ,2025-07-24 00:00:00,B14,8,7270063                       ,SABANILLA ELITE BLANCA 48M 2UN,0,400,0,400,3900,ASEO                                    
Santiago                 ,2025-07-23 00:00:00,105072,1,0,96803690-4    ,DIMEIGGS SOCIEDAD ANONIMA                                                       ,2025-07-23 00:00:00,B03 ,1,3006323                       ,PEGAMENTO UHU BARRA STICK 40 GR.,0,10,0,10,1938.75,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105075,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-24 00:00:00,B14,1,3811724                       ,BORRADOR BISILQUE MAGNETICO P/PIZARRA        ,0,2,0,2,2300,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105075,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-24 00:00:00,B14,2,3814139                       ,TABLA MADERA MAXCRILL C/APRETADOR METAL OFICIO,0,10,0,10,1250,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105075,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-24 00:00:00,B14,3,3814843                       ,DESTACADOR DOM LAPIZ NARANJO,0,10,0,10,190,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105075,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-24 00:00:00,B14,4,3814847                       ,DESTACADOR DOM TB CELESTE,0,12,0,12,340,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105075,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-24 00:00:00,B14,5,3814851                       ,MARCADOR DOM PERMANENTE PUNTA BISELADA AZUL,0,120,0,120,250,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105075,1,0,76052258-9    ,FAXON CHILE SPA                                                                 ,2025-07-24 00:00:00,B14,6,6100002                       ,PIZARRA BISILQUE 90X120 MELAMINA             ,0,2,0,2,30950,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105076,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B14,1,3813190                       ,"APRETADOR SELLOFFICE 41MM 1.5/8"" CJ 12UND    ",0,9,0,9,873,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105076,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B14,2,3813191                       ,"APRETADOR SELLOFFICE 50MM 2.0"" CJ 12UND",0,5,0,5,1142,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105076,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B14,3,3813886                       ,CINTA ENMASCARAR USATAPE GP 48X40MM          ,0,48,0,48,1138.0833,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105076,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B14,4,3815132                       ,CUCHILLO CARTONERO SELLOFFICE CHICO CK170328,0,24,0,24,190,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105076,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B14,5,7001294                       ,CINTA EMBALAJE TRANSPARENTE 40X48MM          ,0,576,0,576,290,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105076,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B14,6,7002544                       ,SACACORCHETE SELLOFFICE MARIPOSA             ,0,24,0,24,492,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105076,1,0,77726170-3    ,IMPORTACIONES Y DISTRIBUCION ADIOFFICE LTDA.                                    ,2025-07-24 00:00:00,B14,7,7275783                       ,"FILM SELLOCINTA ROLLO 20MIC 1,7K CONO 2"" 50CM",0,60,0,60,3048,FERRETERÍA                              
Santiago                 ,2025-07-23 00:00:00,105078,1,0,96803690-4    ,DIMEIGGS SOCIEDAD ANONIMA                                                       ,2025-07-23 00:00:00,B03 ,1,3815546                       ,CINTA D/CONTACTO TESA 12X50MTS COLOR CAQUI,0,3,0,3,3189,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,1,2220365                       ,CARP TORRE COLGANTE KRAFT BARRA METALICA     ,0,550,0,550,245,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,2,2220401                       ,ARCH AUCA OFICIO ANCHO                       ,0,120,0,120,1185,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,3,2220501                       ,C.U. COLON LISO 7MM 100HJ,0,40,0,40,650,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,4,2221252                       ,CLIP TORRE 33MM PUNTA REDONDA                ,0,60,0,60,205,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,5,2221575                       ,CORCHETE TORRE 26/6 5000UN                   ,0,500,0,500,495,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,6,2221576                       ,CORCHETE TORRE 26/6 1000UN                   ,0,200,0,200,170,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,7,2222014                       ,LA.ROLLER TORRE 0.7MM AZUL                   ,0,192,0,192,450,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,8,2223694                       ,BLOCK DIBUJO TORRE 99 1/8 140GR 20HJ         ,0,20,0,20,1050,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,9,2223699                       ,CARPETA TORRE CARTULINA METALICA 10PL/7COL,0,176,0,176,940,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,10,2223915                       ,CARPETA TORRE PAÑOLENCI 6PL/6COL,0,88,0,88,1370,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,11,2225711                       ,CARP TORRE-SOHO OFICIO SUJETADOR METALICO,0,20,0,20,1980,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,12,3812775                       ,PERFORADOR AUCA GRANDE NEGRO 25 HJS          ,0,24,0,24,2710,LIBRERÍA                                
LS - Barrio Industrial   ,2025-07-23 00:00:00,105080,1,0,96872220-4    ,PRODUCTOS TORRE SPA                                                             ,2025-07-24 00:00:00,B14,13,3813151                       ,BOLIGRAFO GEL TORRE QUICK DRY 0.5MM ROJO     ,0,180,0,180,400,LIBRERÍA                                
