Ciudad,Fecha,Num. Nota,RUT,Razón Social,Canal,Fecha Entrega,Forma de Pago,Num. Ord .Compra,Tot. Neto,Item,Código,Descriptor,Cantidad,Cant. Desp.,Precio Unitario,Pendiente,Terminado,Marca,Línea,Sub Línea 1,Sub Línea 2,Clasificación,Cod. Vend. Cartera,Nombre Vendedor Cartera,Cod. Vendedor,Nombre Vendedor N/V
P. Arenas                ,2025-07-11 00:00:00,325880,61607901-8   ,HOSPITAL REGIONAL                                 ,Chilecompra                   ,2025-07-11 00:00:00,Credito                                 ,1057402-25393-CM25                      ,781702,4,2228010                       ,SOBRE JORDAN 1/2 OFICIO BLANCO 80GR,400,0,98.77,400,NO,JORDAN                                  ,LIBRERÍA                                ,PAPELERÍA                               ,SOBRES                                  ,STOCK                                   ,SHA                           ,Sheyma Ahumada                               ,SHA                           ,Sheyma Ahumada                               
P. Arenas                ,2025-07-11 00:00:00,325889,61979950-K   ,SUPERINTENDENCIA DEL MEDIO AMBIENTE               ,Chilecompra                   ,2025-07-11 00:00:00,Contado                                 ,611669-192-AG25                         ,472200,1,1301239                       ,TOALLA DE PAPEL ELITE JUMBO GOF D/H 200M 2UN,30,20,10561.25,10,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,TOALLAS DE PAPEL INSTITUCIONAL          ,STOCK                                   ,VAR                           ,Verónica Aravena                             ,,
P. Arenas                ,2025-07-11 00:00:00,325891,60804017-K   ,DIRECCION NACIONAL DE ADUANA                      ,Chilecompra                   ,2025-07-11 00:00:00,Credito                                 ,1776-56-AG25                            ,676170,4,1300799                       ,CLORO IMPEKE 2LT,24,14,1414.91,10,NO,IMPEKE                                  ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,CLORO                                   ,BLOQUEO-L                               ,SHA                           ,Sheyma Ahumada                               ,SHA                           ,Sheyma Ahumada                               
P. Arenas                ,2025-07-14 00:00:00,325903,92604000-6   ,EMPRESA NACIONAL DEL PETROLEO                     ,Web                           ,2025-07-14 00:00:00,Credito                                 ,21496                                   ,100195,1,3003882                       ,LA.ROLLER PILOT HI-TECPOINT V7 AZUL          ,8,4,2763.18,4,NO,PILOT                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,BOLÍGRAFO TINTA GEL                     ,STOCK                                   ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-14 00:00:00,325903,92604000-6   ,EMPRESA NACIONAL DEL PETROLEO                     ,Web                           ,2025-07-14 00:00:00,Credito                                 ,21496                                   ,100195,8,7001181                       ,SCOTCH SELLOCINTA 18X45MM CRISTAL            ,2,0,330.82,2,NO,SELLOCINTA                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,QUIEBRE-C                               ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-14 00:00:00,325904,92604000-6   ,EMPRESA NACIONAL DEL PETROLEO                     ,Web                           ,2025-07-14 00:00:00,Credito                                 ,21498                                   ,474859,16,7001181                       ,SCOTCH SELLOCINTA 18X45MM CRISTAL            ,6,0,404.6,6,NO,SELLOCINTA                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,QUIEBRE-C                               ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-14 00:00:00,325909,92604000-6   ,EMPRESA NACIONAL DEL PETROLEO                     ,Web                           ,2025-07-14 00:00:00,Credito                                 ,21500                                   ,82414,6,5002630                       ,POST-IT 3M 660 AMARILLO C/LINEA 100HJ        ,1,0,6387.92,1,NO,3M                                      ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,NOTAS ADHESIVAS Y BANDERITAS            ,BLOQUEO-L                               ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-15 00:00:00,325913,92604000-6   ,EMPRESA NACIONAL DEL PETROLEO                     ,Web                           ,2025-07-15 00:00:00,Credito                                 ,21501                                   ,201682,24,5002660                       ,POST-IT 3M 654-5PK NEON 500HJ 5 COLOR,2,0,10407.74,2,NO,3M                                      ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,NOTAS ADHESIVAS Y BANDERITAS            ,BLOQUEO-L                               ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-15 00:00:00,325913,92604000-6   ,EMPRESA NACIONAL DEL PETROLEO                     ,Web                           ,2025-07-15 00:00:00,Credito                                 ,21501                                   ,201682,27,3806732                       ,LLAVERO DURABLE 6 PORTALLAVES AZUL           ,2,0,5607.28,2,NO,DURABLE                                 ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CAJAS SEGURIDAD Y PORTALLAVES           ,QUIEBRE-C                               ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-17 00:00:00,325927,61202000-0_2 ,M.O.P.DIRECCION DE VIALIDAD PTO. NATALES-CUP 1552 ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1030-99-CT25                            ,128760,1,2610102                       ,PAPEL HIGIENICO ELITE EXTRA 250M 6UN,10,8,15322.44,2,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,PAPEL HIGIÉNICO INSTITUCIONAL           ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325938,92604000-6   ,EMPRESA NACIONAL DEL PETROLEO                     ,Web                           ,2025-07-17 00:00:00,Credito                                 ,21486                                   ,70587,2,3003882                       ,LA.ROLLER PILOT HI-TECPOINT V7 AZUL          ,10,0,2763.18,10,NO,PILOT                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,BOLÍGRAFO TINTA GEL                     ,STOCK                                   ,GCM                           ,Ghislaine Cordova Moraga                     ,GCM                           ,Ghislaine Cordova Moraga                     
P. Arenas                ,2025-07-17 00:00:00,325943,77442739-2   ,AIKE PATAGONIA SPA                                ,Personas Naturales            ,2025-07-17 00:00:00,Credito                                 ,S/O                                     ,533319,2,1301445                       ,PAPEL HIGIENICO CONFORT D/H 30M 4UN,100,36,1519,64,NO,CONFORT                                 ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,PAPEL HIGIÉNICO MASIVO                  ,STOCK                                   ,YVE                           ,Yullissa Vera                                ,YVE                           ,Yullissa Vera                                
P. Arenas                ,2025-07-17 00:00:00,325943,77442739-2   ,AIKE PATAGONIA SPA                                ,Personas Naturales            ,2025-07-17 00:00:00,Credito                                 ,S/O                                     ,533319,3,1301258                       ,TOALLAS DESINFECTANTES MULTIUSO VIRUTEX 35U  ,50,41,1955,9,NO,VIRUTEX                                 ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,TOALLAS DESINFECTANTES                  ,BLOQUEO-L                               ,YVE                           ,Yullissa Vera                                ,YVE                           ,Yullissa Vera                                
P. Arenas                ,2025-07-17 00:00:00,325949,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1047-SE25                       ,693460,1,7778390                       ,"TIJERA PROARTE ESCOLAR ZIGZAG 6 CORTES 6""14CM",10,5,1091.23,5,NO,PROARTE                                 ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325949,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1047-SE25                       ,693460,15,3770257                       ,CORCHETE SDI 23/13                           ,5,0,690.2,5,NO,SDI                                     ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,COMPRA LOC                              ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325949,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1047-SE25                       ,693460,3,3504774                       ,MARCADOR ARTLINE PERMANENTE 70 P/REDOND AZUL,50,35,1247.12,15,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325949,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1047-SE25                       ,693460,4,3504787                       ,MARCADOR ARTLINE PERMANENTE 70 P/REDOND ROJO,50,0,1247.12,50,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325949,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1047-SE25                       ,693460,11,7001294                       ,CINTA EMBALAJE TRANSPARENTE 40X48MM          ,30,0,630.7,30,NO,SELLOFFICE                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,,Credito                                 ,1233613-1009-SE25                       ,3676219,60,3812138                       ,DESTACADOR DOM TB CELESTE                    ,31,0,363,31,NO,DOM                                     ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,BANDEJAS Y BASES                        ,DE SALIDA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,4,3813995                       ,BORRADOR TORRE PIZARRA MAGNETICA AZUL,100,74,631,26,NO,TORRE                                   ,LIBRERÍA                                ,PIZARRAS Y BORRADORES                   ,BORRADOR                                ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,15,3813248                       ,CINTA SELLOCINTA DOBLE CONTACTO 12X40 BLANCA ,60,32,753,28,NO,SELLOCINTA                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,52,7772320                       ,REGLA PROARTE 20CM BISELADA HUMO             ,50,22,182,28,NO,PROARTE                                 ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,REGLAS Y COMPAS                         ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,36,2226424                       ,PEGAMENTO TORRE BARRA 36 GR,30,0,947,30,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,PEGAMENTO EN BARRA                      ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,43,3814054                       ,"REVISTERO TORRE AZUL 30,7X25X10,5CM",30,0,3606,30,NO,TORRE                                   ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CAJAS ARCHIVO                           ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,8,3813570                       ,CARP PLASTIFICADA CI C/GUSANO LILA,50,0,436,50,NO,CI                                      ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,DE SALIDA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,46,3813973                       ,SACAPUNTA COLON PLASTICO DOBLE C/DEPOSITO,100,60,281,40,NO,COLON                                   ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,SACAPUNTA                               ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,3,3808663                       ,BANDERITA TORRE 4 COLORES 160 UNIDADES       ,30,12,2791,18,NO,TORRE                                   ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,NOTAS ADHESIVAS Y BANDERITAS            ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,39,3813967                       ,PLASTICO P/TERMOLAMINAR CARTA 0.5MM 100UN,20,0,15497,20,NO,DOM                                     ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,TERMOLAMINADO                           ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,17,2221497                       ,CORCHETE TORRE 23/8 1000UN                   ,20,0,1047,20,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,30,3504779                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA NEGRO,100,78,1452,22,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,50,3813157                       ,"TIJERA TORRE ERGONOMICA 6,25"" 16CM           ",25,0,1530,25,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,27,3007182                       ,MAQ. DISPENSADORA MAGIC CLIP ADIX 4 A 6MM,10,0,2096,10,NO,ADIX                                    ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CLIP APRETADORES Y OTROS                ,DE SALIDA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,54,3813436                       ,PLASTICO DIAZOL P/TERMOLAM OFICIO 0.5MM 100UN,20,7,16919,13,NO,DIAZOL                                  ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,TERMOLAMINADO                           ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,31,3504777                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA ROJA,100,48,1452,52,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,14,7001294                       ,CINTA EMBALAJE TRANSPARENTE 40X48MM          ,120,60,631,60,NO,SELLOFFICE                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,41,7772315                       ,REGLA PROARTE 30CM BISELADA HUMO             ,100,5,263,95,NO,PROARTE                                 ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,REGLAS Y COMPAS                         ,DE SALIDA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,47,7001181                       ,SCOTCH SELLOCINTA 18X45MM CRISTAL            ,100,0,374,100,NO,SELLOCINTA                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,QUIEBRE-C                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,21,2220501                       ,C.U. COLON LISO 7MM 100HJ,100,0,1689,100,NO,COLON                                   ,LIBRERÍA                                ,CUADERNOS                               ,CUADERNOS UNIV. LISO                    ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,32,3504782                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA VERDE,100,20,1452,80,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,37,3813851                       ,PEGAMENTO TORRE BARRA 115GR                  ,60,13,2476,47,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,PEGAMENTO EN BARRA                      ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,29,3504781                       ,MARCADOR ARTLINE PIZARRA 500 P/REDONDA AZUL,160,29,1452,131,NO,ARTLINE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,33,3814258                       ,MARCADOR PROARTE PIZARRA MORADO,200,0,746,200,NO,PROARTE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,DE SALIDA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,34,3814250                       ,MARCADOR PROARTE PIZARRA NARANJO,200,0,746,200,NO,PROARTE                                 ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,PLUMONES Y MARCADORES                   ,DE SALIDA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,35,6502634                       ,PAPEL FOTOGRAFICO DIAZOL A4 GLOSSY 200GR 20UN,220,11,2534,209,NO,DIAZOL                                  ,PAPELES OFICINA                         ,PAPEL FOTOGRÁFICO                       ,PAPEL FOTOGRÁFICO                       ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,26,3813162                       ,LAPIZ BOLIGRAFO TORRE ROJO 1.0 MM            ,400,72,132,328,NO,TORRE                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,BOLÍGRAFO PASTA                         ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,42,4704362                       ,REPUESTO MAGIC CLIP SELLOFFICE 4.8MM 50UN,25,20,1701,5,NO,SELLOFFICE                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CLIP APRETADORES Y OTROS                ,BLOQUEO-C                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,38,2220252                       ,PERFORADOR ISOFIT PM-40 METAL NEGRO P/40HJ   ,5,0,9512,5,NO,ISOFIT                                  ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,PERFORADORES                            ,STOCK                                   ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,51,7778390                       ,"TIJERA PROARTE ESCOLAR ZIGZAG 6 CORTES 6""14CM",5,0,1091,5,NO,PROARTE                                 ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,2,5007221                       ,BANDEJA METALICA SELLOFFICE 3 PISO NEGRA,5,3,10516.03,2,NO,SELLOFFICE                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,BANDEJAS Y BASES                        ,BLOQUEO-C                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
P. Arenas                ,2025-07-17 00:00:00,325950,61980960-2   ,SERVICIO LOCAL DE EDUCACION PUBLICA MAGALLANES    ,Chilecompra                   ,2025-07-17 00:00:00,Credito                                 ,1233613-1009-SE25                       ,3676219,53,1112200                       ,PITA CAÑAMO PLASTICO 1KG                     ,2,0,13711,2,NO,SM                                      ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,MANUALIDADES ESCOLARES                  ,F MAESTRA                               ,CMI                           ,Carolina Miranda                             ,CMI                           ,Carolina Miranda                             
